8289804,151364726
8289804,1030542543
8289804,1505871258
8289804,2124120255
8289804,2129302988
8289804,2150797568
8289804,2171904101
23178467,2118877187
23178467,2146279766
26748518,2125944019
26748518,2129129667
26748518,2171163714
55504023,1870642593
56227424,1599005630
56227424,2165729714
61687866,2074126466
66826380,2130875484
66826380,2145195334
66826380,2147394532
73593153,2098241120
73593153,2099236231
73593153,2147997165
110856825,2111794246
110856825,2156760499
149886838,2097312718
151364726,2124120255
151364726,2129302988
151364726,2150797568
151364726,2171904101
159592745,2128490637
159592745,2153797770
165961000,1870211974
173854146,2146224627
205495933,1995483959
377952018,1938514595
377952018,2106935574
377952018,2142875572
377952018,2170100090
981408867,1722283283
981408867,2141763411
1030542543,2047286432
1479726876,1665560634
1479726876,1735790193
1479726876,1831124275
1479726876,2099166093
1479726876,2109257417
1479726876,2132035930
1480146631,2027195462
1480146631,2054767162
1480146631,2084415931
1480146631,2107597566
1480146631,2156988816
1482387172,1967471690
1482387172,1983948426
1482387172,1990982370
1482387172,2092809252
1482387172,2097161744
1482387172,2124431309
1482387172,2128934301
1482387172,2141069751
1482387172,2152167878
1482531518,1884010341
1482531518,2095105262
1482531518,2171904101
1483071131,1973803644
1483071131,1990995255
1483071131,1992399362
1483071131,1992492534
1483071131,2009662901
1483071131,2021001446
1483071131,2081315591
1483071131,2109857088
1483071131,2127976008
1483071131,2161768947
1483071131,2166069449
1484060107,1810311117
1484060107,2143275883
1484060107,2164244016
1484344574,1596861285
1484344574,2111794246
1484344574,2123644628
1484344574,2787023724
1484454780,2029681577
1484454780,2097267430
1484454780,2152518342
1485251065,2153587307
1485251065,2541915565
1485600142,2013088214
1485600142,2121955354
1485600142,2140425659
1486120306,2013088214
1486120306,2078812389
1486120306,2110028027
1486120306,2126321334
1486120306,2161200279
1486120306,2166947480
1486870421,1993673415
1487235154,1613201427
1487235154,2146872957
1487602974,1968305696
1487602974,2146872957
1487648447,2064459199
1487648447,2097236039
1487648447,2133498673
1487648447,2155032534
1487648447,2161133721
1487851588,2103889895
1488041740,2054342044
1488041740,2095105262
1488041740,2104832179
1488041740,2124431309
1488041740,2125944019
1488041740,2143254217
1488041740,2147109806
1488041740,2171163714
1488984862,1567550435
1488984862,2108682302
1488984862,2787023724
1489989728,2034694694
1490039277,1515560749
1490039277,1964473154
1490039277,1979686514
1490039277,2019310659
1490039277,2056911178
1490039277,2067686570
1490039277,2082229705
1490039277,2091955691
1490039277,2113942092
