Id, Title, Year, Num_Citiation, Authors, Fields_of_Study, 
1993557430, Computing the separating surface for segmented data,1997,43, Gregory M. Nielson; Richard Franke, Volume rendering; Discrete mathematics; Theoretical computer science; Triangulation; Data point; Computational geometry; Computer science; Isosurface; Flow visualization, 
1993631717, Singularities in nonuniform tensor fields,1997,19, Yingmei Lavin; Yuval Levy; Lambertus Hesselink, Theoretical computer science; Lanczos tensor; Strain rate tensor; Cartesian tensor; Tensor (intrinsic definition); Classical mechanics; Viscous stress tensor; Tensor density; Einstein tensor; Tensor contraction; Mathematics; Topology, 
1993673415, Mastering interactive virtual Bronchioscopy on a Low—end PC,2000,25, Rainer Wegenkittl; Anna Vilanova; B. Hegedust; D. Wagner; M.C. Freund; Eduard Gröller, , 
1993859887, Multi-resolution dynamic meshes with arbitrary deformations,2000,71, Ariel Shamir; Chandrajit L. Bajaj; Valerio Pascucci, Directed acyclic graph; Rendering (computer graphics); Theoretical computer science; Directed graph; Computational geometry; Tree traversal; Computer graphics; Computer science; Polygon mesh; Rigid body, 
2051001151, City sentinel - VAST 2011 mini challenge 1 award: “Outstanding integration of computational and visual methods�? 2011,0, N Bánfi; László Dudás; Zsolt Fekete; Júlia Göbölös-Szabó; András Lukács; Á Nagy; Adrienn Szabó; Z Szabó; G. Szucs, Software; Computer science; Data mining; Data visualization; Data science; Visualization; Tag cloud; Visual analytics; Text mining, ,
2073156145, Visual analytics methods for categoric spatio-temporal data,2012,35, T. von Landesberger; Sebastian Bremm; Natalia V. Andrienko; Gennady L. Andrienko; Maria Tekusova, Data mining; Computer science; Data visualization; Temporal database; Spatial analysis; Interactive visual analysis; Visualization; Categorical variable; Information visualization; Visual analytics, 
2073270119, SpRay: A visual analytics approach for gene expression data,2009,18, Janko Dietzsch; Julian Heinrich; Kay Nieselt; Dirk Bartz, Computer science; Application domain; Data mining; Interactive visual analysis; Data visualization; Microarray analysis techniques; Gene expression; Parallel coordinates; Visual analytics; Bioinformatics, 
2047503975, Visualizing Flow of Uncertainty through Analytical Processes,2012,26, Yingcai Wu; Guo-Xun Yuan; Kwan-Liu Ma, , 
2047598129, Structure-Aware Lighting Design for Volume Visualization,2012,11, Yubo Tao; Hai Lin; Feng Dong; Chao Wang; Gordon J. Clapworthy; Hujun Bao, Rendering (computer graphics); Voxel; Volume rendering; Computer vision; Data visualization; Shape analysis (digital geometry); Artificial intelligence; Visualization; Image-based lighting; Computer science; Human visual system model, 
2073498395, Poster: Translating cross-filtered queries into questions,2010,0, Maryam Nafari; Chris Weaver, Design tool; Data mining; Computer science; Visualization; Data visualization; Formatted text; Natural language generation; Usability; Interactive visualization; User interface, 
2047752816, Direct Volume Editing,2008,38, Kai Bürger; Jens H. Krüger; Rüdiger Westermann, , 
2051548998, Geovisual analytics for self-organizing network data,2009,4, Van Quan Ho; Tobias Åström; Mikael Jern, Computer science; Operator (computer programming); Geospatial analysis; The Internet; Data mining; Self-organizing network; Visualization; Data visualization; Algorithm design; Analytics, 
2051574917, Two-stage framework for a topology-based projection and visualization of classified document collections,2010,19, Patrick Oesterling; Gerik Scheuermann; Sven Teresniak; Gerhard Heyer; Steffen Koch; Thomas Ertl; Gunther H. Weber, Point cloud; Computer science; Data mining; Information retrieval; Computational geometry; Data visualization; Visualization; Usability; Information space; Topology; Weighting; User interface, 
2051591260, ManyVis: Multiple Applications in an Integrated Visualization Environment,2013,3, Atul Rungta; Brian Summa; Dogan Demir; Peer-Timo Bremer; Valerio Pascucci, , 
2073800769, A Multi-Level Typology of Abstract Visualization Tasks,2013,178, Matthew Brehmer; Tamara Munzner, , 
2051740204, YMCA �?Your mesh comparison application,2014,11, Johanna Schmidt; Reinhold Preiner; Thomas Auzinger; Michael Wimmer; M. Eduard Gröller; Stefan Bruckner, , 
2051767208, Perception-based visual quality measures,2011,29, Georgia Albuquerque; Martin Eisemann; Marcus A. Magnor, , 
2048107685, An Affordance-Based Framework for Human Computation and Human-Computer Collaboration,2012,22, R. J. Crouser; Remco Chang, Computer vision; Analytic reasoning; Collaborative software; Affordance; Data visualization; Artificial intelligence; Visualization; Human–computer interaction; Computer graphics; Computer science; Theory of computation; Visual analytics, 
2051817190, Visual analysis for mutual fund performance,2008,1, Ye Zhao; Jamal Alsakran; Xinlei Zhao, Data mining; Mutual fund; Target date fund; Computer science; Returns-based style analysis; Visual analytics; Manager of managers fund; Performance fee; Fund administration; Open-end fund, 
2051863373, Integrating predictive analytics and social media,2014,17, Yafeng Lu; Robert Krüger; Dennis Thom; Feng Wang; Steffen Koch; Thomas Ertl; Ross Maciejewski, Predictive analytics; Data mining; Computer science; Parsing; Feature selection; Data science; Social media; Behavioral pattern; Analytics, 
2073965571, Facilitating Discourse Analysis with Interactive Visualization,2012,20, Jian Zhao; Fanny Chevalier; Christopher Collins; Ravin Balakrishnan, , 
2048202762, Visual Analytics for Comparison of Ocean Model Output with Reference Data: Detecting and Analyzing Geophysical Processes Using Clustering Ensembles,2014,10, Patrick Köthur; Mike Sips; Henryk Dobslaw; Doris Dransch, , 
2048320256, Converting sets of polygons to manifold surfaces by cutting and stitching,1998,53, André Guéziec; Gabriel Taubin; Francis Lazarus; William P. Horn, Manifold; Smoothing; Vertex (geometry); Computational geometry; Polygon; Computational complexity theory; Floating point; Image stitching; Topology; Mathematics, 
2074126466, Interactive data visualization using focusing and linking,1991,196, Andreas Buja; John Alan McDonald; John Michalak; Werner Stuetzle, Time series; Clustering high-dimensional data; Computer vision; Artificial intelligence; Information retrieval; Geographic information system; Data mining; Data visualization; Dimensionality reduction; Computer graphics; Computer science; Data analysis; Interactive visualization, 
2048376537, Structured spatial domain image and data comparison metrics,1999,17, Nivedita Sahasrabudhe; John E. West; Raghu Machiraju; J. Mark Janus, , 
2048389037, Using Concrete Scales: A Practical Framework for Effective Visual Depiction of Complex Measures,2013,15, Fanny Chevalier; Romain Vuillemot; Guia Gali, Computer vision; Artificial intelligence; Computer graphics; Visual comparison; Data visualization; Depiction; Computer science; Cognition; Composition (visual arts); GRASP, 
2052097245, DIVIDE: Distributed visual display of the execution of asynchronous distributed algorithms on loosely coupled parallel processors,1994,3, Tom M. Morrow; Sumit Ghosh, Heterogeneous network; Computer science; Systems architecture; Propagation delay; Correctness; Real-time computing; Distributed algorithm; Asynchronous communication; Parallel algorithm; Uniprocessor system; Distributed computing, 
2052321311, Vessel Visualization using Curved Surface Reformation,2013,12, Thomas Auzinger; Gabriel Mistelbauer; Ivan Baclija; Rüdiger Schernthaner; Arnold Köchl; Michael Wimmer; M. Eduard Gröller; Stefan Bruckner, Volume rendering; Computer vision; Iterative reconstruction; Artificial intelligence; Visualization; Computer science, 
2074449640, Mapping an epidemic outbreak: Effective analysis and presentation,2011,0, Kevin Boone; Edward Swing, Data mining; Microblogging; Computer science; Software; Data science; Data visualization; Commercial software; Information visualization; Synthetic aperture sonar; Outbreak; Social media, 
2052440657, Fixed-Rate Compressed Floating-Point Arrays,2014,56, Peter Lindstrom, S3 Texture Compression; Theoretical computer science; Lossy compression; Parallel computing; Floating point; Data compression; Data compression ratio; Texture compression; Computer science; Small number; Lossless compression, 
2048788064, Perceptual measures for effective visualizations,1997,9, Holly E. Rushmeier; Harrison H. Barrett; Penny Rheingans; Samuel P. Uselton; Andrew B. Watson, Streamlines streaklines and pathlines; Brightness; Computer vision; Space technology; Pixel; Computer graphics (images); Data visualization; Computer science; Artificial intelligence; Scientific visualization; Perception, 
2052507190, A Graphics Hardware-Based Vortex Detection and Visualization System,2004,11, Simon Stegmaier; Thomas Ertl, Theoretical computer science; Rendering (computer graphics); Computer vision; Volume rendering; Artificial intelligence; Speedup; Computer science; Visualization; Data visualization; Flow visualization; Hardware acceleration; Graphics hardware, 
2074618668, Weaving Versus Blending: a quantitative assessment of the information carrying capacities of two alternative methods for conveying multivariate data with color.,2007,40, Haleh Hagh-Shenas; Sunghee Kim; Victoria Interrante; Christopher G. Healey, Computer vision; Visual angle; Data visualization; Artificial intelligence; Colors of noise; Magnitude (mathematics); Color mixing; Image texture; Hue; Computer science; Color space, 
2048905912, SketchStory: Telling More Engaging Stories with Data through Freeform Sketching,2013,65, Bongshin Lee; Rubaiat Habib Kazi; Greg Smith, , 
2052661379, Pen-and-Ink rendering in volume visualisation,2000,64, Steve M. F. Treavett; Min Chen, , 
2052666129, Live Range Visibility Constraints for Adaptive Terrain Visualization,2004,0, Xiaohong Bao; Renato Pajarola; Michael Shafae, Computer vision; Terrain; Rendering (computer graphics); Triangulation; Artificial intelligence; Data visualization; Computer science; Visualization; Terrain rendering; Information visualization; Data structure, 
2052681721, Run Watchers: Automatic Simulation-Based Decision Support in Flood Management,2014,6, Artem Konev; Jürgen Waser; Bernhard Sadransky; Daniel Cornel; Rui A. P. Perdigão; Zsolt Horváth; M. Eduard Gröller, Simulation; Decision tree; Computation; Timeline; Tree traversal; Data visualization; Brute-force search; Decision support system; Computer science; Text mining, 
2052749348, Efficient adaptive simplification of massive meshes,2001,105, Eric Shaffer; Michael Garland, Edge contraction; Grid; Theoretical computer science; Vertex (geometry); Binary space partitioning; Mesh generation; Recursive partitioning; Polygon mesh; Level of detail; Mathematics, 
2052791563, Whisper: Tracing the Spatiotemporal Process of Information Diffusion in Real Time,2012,78, Nan Cao; Yu-Ru Lin; Xiaohua Sun; David Lazer; Shixia Liu; Huamin Qu, Opinion leadership; Microblogging; Data science; Visualization; Data visualization; Social media; Computer science; Information visualization; Tracing; Metaphor, 
2052795114, ProDV �?A case study in delivering visual analytics,2010,1, Derek Overby; John Keyser; Jim Wall, Computer science; Data mining; Visual processing; Multimedia; Data visualization; Interactive visual analysis; Human–computer interaction; Visualization; Visual programming language; Interactive visualization; Visual analytics; User interface, 
2074930186, How Hierarchical Topics Evolve in Large Text Corpora.,2014,44, Weiwei Cui; Shixia Liu; Zhuofeng Wu; Hao Wei, Phylogenetic tree; Data visualization; Visualization; Data mining; Algorithm design; Text corpus; Context awareness; Computer science; Exploit; Text mining, 
2012276876, Six degree-of-freedom haptic display of polygonal models,2000,99, Arthur D. Gregory; Ajith Mascarenhas; Stephen A. Ehmann; Ming C. Lin; Dinesh Manocha, , 
2012457675, Visual Methods for Analyzing Probabilistic Classification Data,2014,20, Bilal Alsallakh; Allan Hanbury; Helwig Hauser; Silvia Miksch; Andreas Rauber, Classification rule; Computer vision; Benchmarking; Visual inspection; Probabilistic logic; One-class classification; Probabilistic classification; Computer science; Artificial intelligence; Text mining; Pattern recognition; False positives and false negatives, 
2012812717, NeuroLines: A Subway Map Metaphor for Visualizing Nanoscale Neuronal Connectivity,2014,22, Ali K. Al-Awami; Johanna Beyer; Hendrik Strobelt; Narayanan Kasthuri; Jeff W. Lichtman; Hanspeter Pfister; Markus Hadwiger, Theoretical computer science; Computer vision; Artificial intelligence; Developmental cognitive neuroscience; Visualization; Data visualization; Computer graphics; Connectomics; Connectome; Computer science; Scalability, 
2013060577, Perception of Visual Variables on Tiled Wall-Sized Displays for Information Visualization Applications,2012,49, Anastasia Bezerianos; Petra Isenberg, Computer vision; Data visualization; Artificial intelligence; Visualization; Information visualization; Computer science; Distortion; Perception; Visual analytics; Visual perception, 
2013088214, The Information Mural: a technique for displaying and navigating large information spaces,1998,144, Dean Frederick Jerding; John T. Stasko, Computer vision; Image processing; Software visualization; Artificial intelligence; Information processing; Data visualization; Visualization; Information visualization; Graphics; Information space; Computer science, 
2013177059, Activity sculptures: Exploring the impact of physical visualizations on running activity,2014,37, Simon Stusak; Aurélien Tabard; Franziska Sauka; Rohit Ashok Khot; Andreas Butz, , 
2013194483, Understanding syndromic hotspots - a visual analytics approach,2008,21, Ross Maciejewski; Stephen Rudolph; Ryan P. Hafen; Ahmad M. Abusalah; Mohamed Yakout; Mourad Ouzzani; William S. Cleveland; Shaun J. Grannis; Michael Wade; David S. Ebert, Geospatial analysis; Statistical hypothesis testing; Data mining; False positive rate; Computer science; Data visualization; Drill down; Visual analytics; Population; Hotspot (Wi-Fi), 
2013375274, Visualization of Topological Defects in Nematic Liquid Crystals Using Streamtubes Streamsurfaces and Ellipsoids,2004,7, Vadim A. Slavin; David H. Laidlaw; Robert A. Pelcovits; Song Zhang; George B. Loriot; Andrew Callan-Jones, Scalar (physics); Stress (mechanics); Topological defect; Artificial intelligence; Tensor; Computer vision; Theoretical computer science; Visualization; Liquid crystal; Data visualization; Computer science; Interactive visualization, 
2013378906, Visual unrolling of network evolution and the analysis of dynamic discourse,2003,77, Ulrik Brandes; Steven R. Corman, , 
2013499551, ViSlang: A System for Interpreted Domain-Specific Languages for Scientific Visualization.,2014,7, Peter Rautek; Stefan Bruckner; M. Eduard Gröller; Markus Hadwiger, Theoretical computer science; Visualization; User experience design; Visual analytics; Computer science; Extensibility; Domain-specific language; Scientific visualization; Information visualization; User interface, 
2013728941, The Persuasive Power of Data Visualization,2014,35, Anshul Vikram Pandey; Anjali Manivannan; Oded Nov; Margaret L. Satterthwaite; Enrico Bertini, , 
2013870977, Dynamic smooth subdivision surfaces for data visualization,1997,17, Chhandomay Mandal; Hong Qin; Baba C. Vemuri, , 
2013996050, Characterizing users' visual analytic activity for insight provenance,2009,73, David Gotz; Michelle X. Zhou, Computer vision; Artificial intelligence; Granularity; Data mining; Information system; Categorization; Data science; Visual analytics; Abstraction; Information visualization; Computer science; Provenance, 
2609577025, HiPiler: Visual Exploration of Large Genome Interaction Matrices with Interactive Small Multiples,2018,7, Fritz Lekschas; Benjamin Bach; Peter Kerpedjiev; Nils Gehlenborg; Hanspeter Pfister, , 
1973531220, Volume rendering of abdominal aortic aneurysms,1997,13, Roger C. Tam; Christopher G. Healey; Borys Flak; Peter Cahoon, , 
2138658268, An empirical comparison of three commercial information visualization systems,2001,76, Alfred Kobsa, Data mining; Data science; Computer science; Visual analytics; Multidimensional systems; Data visualization; Visualization; Information visualization, 
2138673011, Triangulation and display of rational parametric surfaces,1994,7, Chandrajit L. Bajaj; Andrew V. Royappa, Discrete mathematics; Finite element method; Parametric surface; Polynomial; Triangulation (social science); Computational geometry; Mesh generation; Rational function; Affine transformation; Mathematics, 
2138750422, Efficient Surface Reconstruction using Generalized Coulomb Potentials,2007,20, Andrei C. Jalba; Jos B. T. M. Roerdink, Grid; Shot noise; Theoretical computer science; Vector field; Point cloud; Coulomb blockade; Distance transform; Algorithm design; Computational geometry; Mathematical optimization; Mathematics, 
2138812339, Multi-frequency noise for LIC,1996,66, Ming-Hoe Kiu; David C. Banks, Morphing; Theoretical computer science; Computer vision; Vector field; Artificial intelligence; Animation; Line integral convolution; Data visualization; Scientific visualization; Space partitioning; Computer science, 
2138827267, VisMashup: Streamlining the Creation of Custom Visualization Applications,2009,36, Emanuele Santos; Lauro Didier Lins; James P. Ahrens; Juliana Freire; Cláudio T. Silva, , 
2138843309, Developing architectural lighting representations,2003,6, Daniel Glaser; R. Tan; John F. Canny; E. Yi-Luen Do, Architectural engineering; Architecture; Computer science; Theoretical computer science; Computer graphics (images); Data visualization; Visualization; Building design; Architectural lighting design; Electronic design automation; User interface; Information visualization, 
1973659930, Palantir: A visualization platform for real-world analysis,2009,3, Brandon Wright; Jason Payne; Matthew Steckman; Scott Stevson, Computer science; Data science; Data mining; Visualization; Data integration; Data visualization; Visual analytics; Data integrity, 
2138953494, Revisiting Histograms and Isosurface Statistics,2008,40, Carlos Eduardo Scheidegger; John M. Schreiner; Brian Duffy; Hamish A. Carr; Cláudio T. Silva, , 
2138969213, Visualization of simulated airflow in a clean room,1992,10, Koji Koyamada, , 
2138979757, Fast detection of meaningful isosurfaces for volume data visualization,2001,64, Vladimir Pekar; Rafael Wiemker; Daniel Hempel, Voxel; Theoretical computer science; Rendering (computer graphics); Volume rendering; Computer vision; Data visualization; Visualization; Isosurface; Artificial intelligence; Information visualization; Synthetic data; Computer science, 
2139000476, Automated design of virtual worlds for visualizing multivariate relations,1992,18, Clifford Beshers; Steven Feiner, Computer vision; Theoretical computer science; Rule-based system; Visualization; Visual analytics; Data visualization; Metaverse; Artificial intelligence; Interactive visualization; Computer science; 3D interaction; User interface, 
2139123466, Case study: medical web service for the automatic 3D documentation for neuroradiological diagnosis,2001,4, Sabine Iserhardt-Bauer; Peter Hastreiter; Thomas Ertl; K. E. W. Eberhardt; Bernd Tomandl, Web application; Rendering (computer graphics); Documentation; Computer vision; Volume rendering; Visualization; Web service; Video production; Texture mapping; Artificial intelligence; Computer science, 
2139127829, Instructional software for visualizing optical phenomena,1997,3, David C. Banks; John T. Foley; Kiril Vidimce; Ming-Hoe Kiu, , 
1973842198, Working memory load as a novel tool for evaluating visual analytics,2009,2, Courtney C. Dornburg; Laura E. Matzen; Travis L. Bauer; Laura A. McNamara, , 
2139205907, Visualization of Temporal Similarity in Field Data,2012,15, Steffen Frey; Filip Sadlo; Thomas Ertl, Computer vision; Visual inspection; Data mining; Data visualization; Matrix (mathematics); Visualization; Artificial intelligence; Data analysis; Data set; Computer science; Quasiperiodic function; Univariate, 
1973864947, Using Interactive Visual Reasoning to Support Sense-Making: Implications for Design,2013,12, Neesha Kodagoda; Simon Attfield; B. L. William Wong; Chris Rooney; Sharmin Choudhury, Visual reasoning; Computer vision; Visual search; Community of practice; Data visualization; Artificial intelligence; Visual analytics; Computer science; Cognition; Design methods; User interface, 
2139254730, Visualizing 4-D medical ultrasound data,1991,9, Nils Thune; Bjorn Olstad, Ultrasound; Computer vision; Rendering (computer graphics); Image processing; Shading; Computer graphics (images); Artificial intelligence; Computer graphics; Computer science; Signal-to-noise ratio, 
2139257416, Hardware-accelerated 3D visualization of mass spectrometry data,2005,8, J. de Corral; Hanspeter Pfister, , 
2139262486, The Shaping of Information by Visual Metaphors,2008,71, Caroline Ziemkiewicz; Robert Kosara, Computer vision; Diagram; Theoretical computer science; Data visualization; Visual analytics; Visualization; Comprehension; Artificial intelligence; Metaphor; Cognition; Information visualization; Computer science, 
2139300275, Dataset traversal with motion-controlled transfer functions,2005,15, Carlos D. Correa; Deborah Silver, Computer animation; Theoretical computer science; Rendering (computer graphics); Computer vision; Animation; Visualization; Artificial intelligence; Data visualization; Transfer function; Scientific visualization; Tree traversal; Computer science, 
1973968636, Model-driven Visual Analytics,2008,23, Supriya Garg; Julia Eunju Nam; I. V. Ramakrishnan; Klaus Mueller, Data domain; Knowledge extraction; Computer science; Data mining; Data visualization; Artificial intelligence; Logic programming; Visual analytics; Data modeling; Machine learning; Inductive logic programming; Complex data type, 
2139421711, A generic model for the integration of interactive visualization and statistical computing using R,2012,6, Johannes Kehrer; Roland N. Boubela; Peter Filzmoser; Harald Piringer, Data mining; Computer science; Data visualization; Visualization; Computation; Computational statistics; Interactive visualization; Data modeling; Information visualization; Workflow, 
2139455833, Multi-Scale Surface Descriptors,2009,36, Gregory Cipriano; George N. Phillips; Michael Gleicher, , 
2139521823, Fanal: A relational analysis and visualization package for high energy physics,1993,0, H. Videau; P. Mora de Freitas, , 
2139562235, Visualization of graphs with associated timeseries data,2005,39, Purvi Saraiya; Peter Ming Wong Lee; Chris North, Graph theory; Data mining; Theoretical computer science; Computer science; Graph (abstract data type); Vertex (geometry); Computational geometry; Data visualization; Overlay; Graph drawing; Brushing and linking; Machine learning; Artificial intelligence, 
1974061452, A visual reasoning approach for data-driven transport assessment on urban roads,2014,17, Fei Wang; Wei Chen; Feiran Wu; Ye Zhao; Han Hong; Tianyu Gu; Long Wang; Ronghua Liang; Hujun Bao, Simulation; Visual reasoning; Global Positioning System; Computer science; Data mining; Traffic flow; Hash function; Sketch; Trajectory; Data-driven; Urban planning, 
2139907264, Drawing Road Networks with Focus Regions,2011,37, Jan-Henrik Haunert; Leon Sering, Theoretical computer science; Computer vision; Time complexity; Graph theory; Heuristics; Convex optimization; Digital mapping; Distortion; Artificial intelligence; Graph drawing; Quadratic programming; Mathematics, 
1974269654, WYSIWYP: What You See Is What You Pick,2012,20, Alexander Wiebel; Frans M. Vos; David Foerster; Hans-Christian Hege, Computer vision; Volume rendering; Software; 3D rendering; Rendering (computer graphics); Visualization; Metadata; Data visualization; Artificial intelligence; Computer science; Medical imaging, 
2139982105, Semantic Layers for Illustrative Volume Rendering,2007,58, Peter Rautek; Stefan Bruckner; M. Eduard Gröller, Computer vision; Theoretical computer science; Subject-matter expert; Formal specification; Volume rendering; Rendering (computer graphics); Data visualization; Fuzzy set; Visualization; Fuzzy logic; Artificial intelligence; Computer science, 
1974302557, Smart super views �?A knowledge-assisted interface for medical visualization,2012,5, Gabriel Mistelbauer; Hamed Bouzari; Rüdiger Schernthaner; Ivan Baclija; Arnold Köchl; Stefan Bruckner; Milos Sramek; M.E. Groller, Data mining; Computer science; Worry; Visualization; Semantics; Knowledge-based systems; Data visualization; Fuzzy logic; Data acquisition; Pragmatics, 
2140037310, Geodesic Distance-weighted Shape Vector Image Diffusion,2008,26, Jing Hua; Zhaoqiang Lai; Ming Dong; Xianfeng Gu; Hong Qin, Geodesic; Vector graphics; Conformal geometry; Computer vision; Conformal map; Feature extraction; Artificial intelligence; Principal geodesic analysis; Differential geometry; Mathematics; Image registration, 
2140037506, An object oriented design for the visualization of multi-variable data objects,1994,10, Jean-Marie Favre; James K. Hahn, Glyph (data visualization); Software visualization; Computer vision; Object-oriented design; Theoretical computer science; Starlight Information Visualization System; Visual analytics; Visualization; Interactive visualization; Artificial intelligence; Information visualization; Computer science, 
2140090003, Network video device control,1992,2, David R. Nadeau; Mike Bailey, Computer vision; Software; Client–server model; Computer hardware; Embedded system; Software system; Animation; Software development; Visualization; Video processing; Artificial intelligence; Video tracking; Computer science, 
1974399269, Multiscale visualization using data cubes,2003,77, Chris Stolte; Diane Tang; Pat Hanrahan, Theoretical computer science; Data visualization; Visualization; Relational database; Data cube; Software design pattern; Information visualization; Visual analytics; Computer science; Data structure, 
2140213259, Volume deformation for tensor visualization,2002,21, Xiaoqiang Zheng; Alex Pang, Tensor; Computer vision; Computational physics; Tensor field; Deformation (mechanics); Visualization; Tensor (intrinsic definition); Data visualization; Artificial intelligence; Topology; Mathematics, 
2140276851, Detection and Visualization of Defects in 3D Unstructured Models of Nematic Liquid Crystals,2006,6, Ketan Mehta; T. J. Jankun-Kelly, , 
2140293566, NetLens: iterative exploration of content-actor network data,2007,30, Hyunmo Kang; Catherine Plaisant; Bongshin Lee; Benjamin B. Bederson, , 
2140297088, Virtual spacetime: an environment for the visualization of curved spacetimes via geodesic flows,1992,17, Steve Bryson, World line; Spacetime topology; Spacetime; Background independence; Computer vision; Mathematics of general relativity; Geodesic; Spacetime symmetries; Geometry; Solving the geodesic equations; Artificial intelligence; Mathematics, 
2140381488, FromDaDy: Spreading Aircraft Trajectories Across Views to Support Iterative Queries,2009,91, Christophe Hurter; Benjamin Tissoires; Stéphane Conversy, Workspace; Computer vision; Visualization; Multidimensional systems; Air traffic control; Data visualization; Artificial intelligence; Tangle; Trajectory; Communication design; Computer science, 
2140384758, Interactive spectral volume rendering,2002,16, Steven Bergner; Torsten Möller; Mark S. Drew; Graham D. Finlayson, Volume rendering; Rendering (computer graphics); Computer vision; Theoretical computer science; Visualization; Metamerism (color); Geometric modeling; Transfer function; Artificial intelligence; RGB color model; Spectral imaging; Computer science, 
2140425659, Intelligently resolving point occlusion,2003,25, Marjan Trutschl; Georges G. Grinstein; Urska Cvek, Clustering high-dimensional data; Computer science; Scatter plot; Theoretical computer science; Data mining; Data point; Shading; Data visualization; Computer vision; Transparency (graphic); Crowding; Information visualization; Artificial intelligence, 
1974584593, A Partition-Based Framework for Building and Validating Regression Models,2013,53, Thomas Mühlbacher; Harald Piringer, , 
2140504904, Color Design for Illustrative Visualization,2008,81, Lujin Wang; Joachim Giesen; Kevin T. McDonnell; Peter Zolliker; Klaus Mueller, , 
2140624418, Visualizing results of transient flow simulations,1993,2, Harald Mayer; Behnam Tabatabai, Streamlines streaklines and pathlines; Simulation; Theoretical computer science; Compressible flow; Visualization; Fluid dynamics; Data visualization; Finite element method; Computational fluid dynamics; Computational science; Flow visualization; Computer science, 
2140700264, Feature Aligned Volume Manipulation for Illustration and Visualization,2006,72, Carlos D. Correa; Deborah Silver; Min Chen, Computer vision; Biological illustration; Volume rendering; Rendering (computer graphics); Computer graphics (images); Visualization; Data visualization; General-purpose computing on graphics processing units; Graphics; Artificial intelligence; Computer graphics; Computer science, 
2140743603, Interactive deformation and visualization of level set surfaces using graphics hardware,2003,97, Aaron E. Lefohn; Joe Kniss; Charles D. Hansen; Ross T. Whitaker, , 
2140837893, Getting portals to behave,2000,10, Christopher Olston; Allison Woodruff, Computer science; Data mining; Visualization; Human–computer interaction; Data visualization; Graphical user interface, 
2140852722, Visualization for multiparameter aircraft designs,1998,11, Clifford A. Shaffer; Duane L. Knill; Layne T. Watson, Theoretical computer science; Multidisciplinary design optimization; Data visualization; Visualization; Curse of dimensionality; Constraint satisfaction; Satisfiability; Electronic design automation; Optimization problem; Computer science; Mathematical optimization, 
1974822867, A two-stage framework for designing visual analytics system in organizational environments,2011,15, Xiaoyu Wang; Wenwen Dou; Thomas Butkiewicz; Eric A. Bier; William Ribarsky, Software analytics; Data mining; Computer science; Decision engineering; Business analytics; Business intelligence; Semantic analytics; Analytics; Visual analytics; Cultural analytics, 
1974849382, Interdisciplinary visualization: lessons learned at NCSA,1990,0, Donna Cox, , 
2140975946, Effectively visualizing large networks through sampling,2005,60, Davood Rafiei, Proof of concept; Theoretical computer science; Connectivity; Graph theory; Data visualization; Scalability; Sampling (statistics); Relational database; Graph drawing; Computer science, 
2141018272, Visualizing the non-visual: spatial analysis and interaction with information from text documents,1995,545, James A. Wise; James J. Thomas; Kelly Pennock; David Lantrip; M.C. Pottier; Anne Schur; V. Crow, , 
1974876111, Archaeological data visualization in VR: analysis of lamp finds at the great temple of petra a case study,2001,36, Daniel Acevedo; Eileen Vote; David H. Laidlaw; Martha Sharp Joukowsky, , 
2141069751, Curve-Centric Volume Reformation for Comparative Visualization,2009,26, Ove Daae Lampe; Carlos D. Correa; Kwan-Liu Ma; Helwig Hauser, , 
2141070935, A shader-based parallel rendering framework,2005,35, Jérémie Allard; Bruno Raffin, Parallel rendering; Rendering (computer graphics); Volume rendering; Software rendering; Computer vision; Tessellation (computer graphics); Parallel computing; Graphics pipeline; Shader; Fixed-function; Artificial intelligence; Computer science, 
2141088087, The Effect of Colour and Transparency on the Perception of Overlaid Grids,2011,7, Lyn Bartram; Billy Cheung; Maureen C. Stone, Opacity; Grayscale; Computer vision; Salient; Data visualization; Lightness; Clutter; Artificial intelligence; Transparency (graphic); Information visualization; Computer science, 
2141097020, PixelFlex: a reconfigurable multi-projector display system,2001,159, Ruigang Yang; David Gotz; Justin Hensley; Herman Towles; Michael S. Brown, Pixel; Computer vision; Image warping; Pixel density; Projector; Large format; Zoom; Artificial intelligence; Planar; Computer science; Reconfigurability, 
2141364561, VolumeShop: an interactive system for direct volume illustration,2005,153, Stefan Bruckner; M.E. Groller, , 
2141439248, Interactive visual analysis and exploration of injection systems simulations,2005,26, Kresimir Matkovic; Mario Jelovic; Josip Juric; Zoltan Konyha; Denis Gracanin, , 
2141448020, An architecture for a scientific visualization system,1992,121, Bruce David Lucas; Gregory D. Abram; Nancy S. Collins; David A. Epstein; Donna L. Gresh; Kevin P. McAuliffe, Theoretical computer science; Abstract data type; Systems architecture; Computer architecture; Visualization; Data visualization; Data model; Database; Data modeling; Scientific visualization; Computer science; Information visualization, 
2141466899, PedVis: A Structured Space-Efficient Technique for Pedigree Visualization,2010,20, Claurissa Tuttle; Luis Gustavo Nonato; Cláudio T. Silva, Theoretical computer science; Software; Data visualization; Tree (data structure); Binary tree; Visualization; Tree structure; Population; H tree; Computer science, 
