Id, Title, Year, Num_Citiation, Authors, Fields_of_Study, 
2753907577, Progressive Learning of Topic Modeling Parameters: A Visual Analytics Framework,2018,7, Mennatallah El-Assady; Rita Sevastjanova; Fabian Sperrle; Daniel A. Keim; Christopher Collins, Visual analytics; Adaptability; Artificial intelligence; Computer vision; Computer science; Data mining; Data modeling; Topic model; Reinforcement learning; Text corpus; Document clustering; Machine learning; Relevance feedback, 
1593641494, Flow map layout,2005,187, Doantam Phan; Ling Xiao; Ron B. Yeh; Pat Hanrahan, Computer science; Theoretical computer science; Data visualization; Computational geometry; Clutter; Graph drawing; Network packet; Graph Layout; Computer vision; Hierarchical clustering; Artificial intelligence; Flow map, 
1596371655, RankSpiral: Toward Enhancing Search Results Visualizations,2004,18, Anselm Spoerri, , 
1948184167, TelCoVis: Visual Exploration of Co-occurrence in Urban Human Mobility Based on Telco Data,2016,27, Wenchao Wu; Jiayi Xu; Haipeng Zeng; Yixian Zheng; Huamin Qu; Bing Ni; Mingxuan Yuan; Lionel M. Ni, , 
1948193081, Tokamak plasma turbulence visualization,1994,3, Scott E. Parker; R. Samtaney, , 
1948329423, Visual Mementos: Reflecting Memories with Personal Data,2016,18, Alice Thudt; Dominikus Baur; Samuel Huron; Sheelagh Carpendale, Computer vision; Data visualization; Data mapping; Computer graphics; Artificial intelligence; Visualization; Subjectivity; Personal experience; Information privacy; Autobiographical memory; Computer science, 
1948730693, Extracting Tracking and Visualizing Magnetic Flux Vortices in 3D Complex-Valued Superconductor Simulation Data,2016,2, Hanqi Guo; Carolyn L. Phillips; Tom Peterka; Dmitry Karpeyev; Andreas Glatz, , 
1948809746, Effectiveness of Structured Textures on Dynamically Changing Terrain-like Surfaces,2016,0, Thomas Butkiewicz; Andrew H. Stevens, , 
1948868775, Visually Exploring Transportation Schedules,2016,11, Cesar Palomo; Zhan Guo; Cláudio T. Silva; Juliana Freire, TRIPS architecture; Operations research; Kernel (linear algebra); Public transport; Theoretical computer science; Visualization; Anecdotal evidence; Data mining; Schedule; Computer science; Level of detail; Service quality, 
2078812389, Volume rendering for relational data,1997,34, B.G. Becker, Volume rendering; Bin; Voxel; Computer science; Data mining; Data point; Relational database; Data visualization; Categorical variable; Data structure, 
1950949635, Visually Comparing Weather Features in Forecasts,2016,18, P. Samuel Quinan; Miriah D. Meyer, Data science; Data visualization; Road Weather Information System; Decision support system; Visualization; Data mining; Weather forecasting; Computer science; Text mining; Global Forecast System, 
1951251367, Adaptive Multilinear Tensor Product Wavelets,2016,2, Kenneth Weiss; Peter Lindstrom, Wavelet; Wavelet transform; Algorithm; Multilinear map; Theoretical computer science; Piecewise; Continuous wavelet transform; Interpolation; Computer science; Mathematical optimization; Sparse approximation; Trilinear interpolation, 
1951374550, Planar Visualization of Treelike Structures,2016,8, Joseph Marino; Arie E. Kaufman, Computer vision; Grayscale; Flattening; Skeleton (computer programming); Visualization; Computer graphics; Artificial intelligence; Parameterized complexity; Computer science; Embedding; Planar, 
1951518548, Optimal Sets of Projections of High-Dimensional Data,2016,14, Dirk J. Lehmann; Holger Theisel, , 
2079004857, Visualizing Student Histories Using Clustering and Composition,2012,10, David Trimm; Penny Rheingans; Marie desJardins, , 
1952025886, SchemeLens: A Content-Aware Vector-Based Fisheye Technique for Navigating Large Systems Diagrams,2016,6, Aurélie Cohé; Bastien Liutkus; Gilles Bailly; James R. Eagan; Eric Lecolinet, , 
1952173784, Beyond Memorability: Visualization Recognition and Recall,2016,38, Michelle A. Borkin; Zoya Bylinskii; Nam Wook Kim; Constance Bainbridge; Chelsea S. Yeh; Daniel Borkin; Hanspeter Pfister; Aude Oliva, , 
2079034398, Production visualization for the ASCI one TeraFLOPS machine,1998,16, Philip D. Heermann, Rendering (computer graphics); Massively parallel; Theoretical computer science; Dynamical simulation; Data visualization; Software deployment; Visualization; Data transmission; Data set; Computer science, 
1952261887, Distribution Driven Extraction and Tracking of Features for Time-varying Data Analysis,2016,12, Soumya Dutta; Han-Wei Shen, Data visualization; Robustness (computer science); Feature (computer vision); Feature extraction; Dimensionality reduction; Data set; Data modeling; Computer science; Machine learning; Text mining; Pattern recognition; Artificial intelligence, 
1953652583, Supporting Iterative Cohort Construction with Visual Temporal Queries,2016,28, Josua Krause; Adam Perer; Harry Stavropoulos, Cohort study; Data science; Data mining; Visualization; Cohort; Computer science; Information visualization; Text mining; restrict, 
1953684276, TimeNotes: A Study on Effective Chart Visualization and Interaction Techniques for Time-Series Data,2016,16, James S. Walker; Rita Borgo; Mark W. Jones, , 
1954141760, Visualization and Analysis of Rotating Stall for Transonic Jet Engine Simulation,2016,3, Chun-Ming Cher; Soumya Dutta; Xiaotong Liu; Gregory Heinlein; Han-Wei Shen; Jen-Ping Chen, Simulation; Data visualization; Computer vision; Visualization; Visual analytics; Artificial intelligence; Brushing and linking; Stall (fluid mechanics); Computer science; Data modeling; Text mining; Phenomenon, 
2079257256, Exploring N-dimensional databases,1990,208, Jeffrey LeBlanc; Matthew O. Ward; Norman Wittels, Computer vision; Theoretical computer science; Pixel; Database; Real-time computer graphics; 3D computer graphics; Computer graphics; Artificial intelligence; Computer science, 
1955142771, To draw a tree,2001,3, Pat Hanrahan, Data visualization; Data mining; Computer science; Theoretical computer science; Tree (graph theory); Tree (data structure); Scientific visualization; Visualization; Functional decomposition; Abstraction; Information visualization, 
1955833269, SensePath: Understanding the Sensemaking Process Through Analytic Provenance,2016,12, Phong H. Nguyen; Kai Xu; Ashley Wheat; B. L. William Wong; Simon Attfield; Bob Fields, , 
2079380280, A probe for local flow field visualization,1993,109, W. de Leeuw; J.J. van Wijk, , 
1956752899, Real-Time Molecular Visualization Supporting Diffuse Interreflections and Ambient Occlusion,2016,7, Robin Skanberg; Pere-Pau Vázquez; Victor Guallar; Timo Ropinski, , 
1958729953, Isosurface Visualization of Data with Nonparametric Models for Uncertainty,2016,14, Tushar Athawale; Elham Sakhaee; Alireza Entezari, Theoretical computer science; Mathematical optimization; Uncertainty quantification; Probability distribution; Uncertain data; Statistics; Isosurface; Nonparametric statistics; Random variable; Parametric statistics; Mathematics; Marching cubes, 
2079647943, Proximity-based visualization of movement trace data,2009,54, Tarik Crnovrsanin; Chris Muelder; Carlos D. Correa; Kwan-Liu Ma, Computer science; Abstract space; Reference frame; Computer vision; Spatial distribution; Visualization; Data visualization; Fixed point; Visual analytics; Ranging; Artificial intelligence, 
1958900514, VAiRoma: A Visual Analytics System for Making Sense of Places Times and Events in Roman History,2016,17, Isaac Cho; Wewnen Dou; Derek Xiaoyu Wang; Eric Sauda; William Ribarsky, Web analytics; Data mining; Semantic analytics; Visual analytics; Cultural analytics; Computer science; Small number; Analytics; Text mining; Data-driven, 
1959044291, The sunflower visual metaphor a new paradigm for dimensional compression,1999,4, Stuart J. Rose, Data mining; Data visualization; Computer science; Knowledge extraction; Data science; Visual analytics; Visualization; Information visualization; Metaphor; Sunflower, 
1959248679, Association Analysis for Visual Exploration of Multivariate Scientific Data Sets,2016,17, Xiaotong Liu; Han-Wei Shen, , 
1959365993, Characterizing Provenance in Visualization and Data Analysis: An Organizational Framework of Provenance Types and Purposes,2016,42, Eric D. Ragan; Alex Endert; Jibonananda Sanyal; Jian Chen, Data visualization; Design knowledge; Conceptual model; Data mining; Visual analytics; Visualization; Computer science; Provenance; Text mining; Cognition, 
1960686809, Visual Analytics for Development and Evaluation of Order Selection Criteria for Autoregressive Processes,2016,5, Thomas Löwe; Emmy-Charlotte Förster; Georgia Albuquerque; Jens-Peter Kreiss; Marcus A. Magnor, Time series; Visual analytics; Data mining; Computer science; Data modeling; Artificial intelligence; Autoregressive model; Machine learning; Text mining, 
1960941941, A Simple Approach for Boundary Improvement of Euler Diagrams,2016,9, Paolo Simonetto; Daniel W. Archambault; Carlos Eduardo Scheidegger, Elementary diagram; Diagram; Theoretical computer science; Polygon; Euler diagram; Visualization; Computer science; System context diagram; Quantitative Evaluations, 
1961342963, Interactive Visual Profiling of Musicians,2016,5, Stefan Jänicke; Josef Focht; Gerik Scheuermann, , 
1961478032, BiSet: Semantic Edge Bundling with Biclusters for Sensemaking,2016,19, Maoyuan Sun; Peng Mi; Chris North; Naren Ramakrishnan, Computer vision; Sensemaking; Data science; Artificial intelligence; Visualization; Intelligence analysis; Semantic analytics; Computer graphics; Semantics; Visual analytics; First class; Computer science, 
1961845056, Voyager: Exploratory Analysis via Faceted Browsing of Visualization Recommendations,2016,85, Kanit Wongsuphasawat; Dominik Moritz; Anushka Anand; Jock D. Mackinlay; Bill Howe; Jeffrey Heer, Computer vision; Data visualization; Data mining; Architecture; Artificial intelligence; Visualization; Computer science; Information visualization; Voyager program; User interface; Chart; Text mining, 
1961875129, VEEVVIE: Visual Explorer for Empirical Visualization VR and Interaction Experiments,2016,6, Charilaos Papadopoulos; Ievgeniia Gutenko; Arie E. Kaufman, , 
1961992291, Geographic visualization: designing manipulable maps for exploring temporally varying georeferenced statistics,1998,81, Alan M. MacEachren; Francis P. Boscoe; Daniel Haug; Linda W. Pickle, Computer science; Exploratory data analysis; Data science; Data mining; Data visualization; Statistics; Visualization; Geographic information system; Geovisualization; Animation; Information visualization; Communication design, 
1962218371, Visualization requirements in the atmospheric and environmental sciences (five case study reports),1992,0, Theresa-Marie Rhyne; Mark Bolstad; Penny Rheingans; Lynne Petterson; Walter Shackelford; Mike Botts; E. Pepke; K. W. Johnson; William L. Hibbard; Charles R. Dyer; Brian E. Paul; Lloyd A. Treinish, Data visualization; Simulation; Theoretical computer science; Data science; Scientific visualization; Watson; Multidimensional analysis; Visualization; Computer science; Research center, 
2080049289, Optimal triangular Haar bases for spherical data,1999,28, Georges-Pierre Bonneau, Wavelet; Wavelet transform; Discrete mathematics; Discrete wavelet transform; Biorthogonal system; Haar wavelet; Multiresolution analysis; Fast wavelet transform; Mathematics; Mathematical analysis; Orthogonality, 
1963504939, epSpread - Storyboarding for visual analytics,2011,4, Llyr ap Cenydd; Rick Walker; Serban R. Pop; Helen C. Miles; Chris J. Hughes; William John Teahan; Jonathan C. Roberts, , 
2080193026, Application-controlled demand paging for out-of-core visualization,1997,213, Michael Cox; David S. Ellsworth, Theoretical computer science; Memory management; Demand paging; Visualization; Out-of-core algorithm; Data visualization; Scientific visualization; Computer science; Virtual memory; Paging, 
2080298943, Topology preserving compression of 2D vector fields,2000,51, Suresh K. Lodha; Jose C. Renteria; Krishna M. Roskin, , 
2080417696, iVisClassifier: An interactive visual analytics system for classification based on supervised dimension reduction,2010,57, Jaegul Choo; Hanseung Lee; Jaeyeon Kihm; Haesun Park, Scatter plot; Data mining; Computer science; Clustering high-dimensional data; Dimensionality reduction; Data reduction; Artificial intelligence; Contextual image classification; Parallel coordinates; Machine learning; Linear discriminant analysis; Cluster analysis; Pattern recognition, 
2080425253, Configurable Spaces: Temporal analysis in diagrammatic contexts,2008,12, Thomas Kapler; Ryan Eccles; Robert Harper; William Wright, Data mining; Concept map; Knowledge representation and reasoning; Computer science; Diagram; Complex system; Knowledge base; Theoretical computer science; Knowledge-based systems; Graph drawing; Diagrammatic reasoning, 
1963824676, Visually representing geo-temporal differences,2010,7, Orland Hoeber; Garnett Carl Wilson; Simon Harding; René Enguehard; Rodolphe Devillers, , 
1963992598, iLAMP: Exploring high-dimensional spacing through backward multidimensional projection,2012,13, Elisa Portes dos Santos Amorim; Emilio Vital Brazil; Joel Daniels; Paulo Joia; Luis Gustavo Nonato; Mario Costa Sousa, Theoretical computer science; Data collection; Computer science; Data mining; Data visualization; Robustness (computer science); Visualization; Affine transformation; Curse of dimensionality; Coherence (physics), 
1964056524, Model space visualization for multivariate linear trend discovery,2009,25, Zhenyu Guo; Matthew O. Ward; Elke A. Rundensteiner, , 
1964057539, Visual data fusion for applications of high-resolution numerical weather prediction,2000,17, Lloyd A. Treinish, Data visualization; Scientific visualization; Visualization; Data mining; Numerical weather prediction; Sensor fusion; Weather forecasting; Computer science; Information visualization; Communication design, 
1964131408, Visual reconciliation of alternative similarity spaces in climate modeling,2014,8, Jorge Poco; Aritra Dasgupta; Yaxing Wei; William W. Hargrove; Christopher R. Schwalm; Deborah N. Huntzinger; R. B. Cook; Enrico Bertini; Cláudio T. Silva, , 
2001487069, Click2Annotate: Automated Insight Externalization with rich semantics,2010,19, Yang Chen; Scott Barlowe; Jing Yang, , 
2001542951, Visual Analysis of Topic Competition on Social Media,2013,65, Panpan Xu; Yingcai Wu; Enxun Wei; Tai Quan Peng; Shixia Liu; Jonathan J. H. Zhu; Huamin Qu, , 
2086415960, Integrative visual analytics for suspicious behavior detection,2009,4, Peter Bak; Christian Rohrdantz; Svenja Leifert; Christoph Granacher; Stefan Koch; Simon Butscher; Patrick Jungk; Daniel A. Keim, Computer science; Data mining; Data visualization; Social network; Interaction technique; Human–computer interaction; Visual analytics; Analytics; User interface; Graphical user interface, 
2001650796, Award: Efficient toolkit integration solving the cell phone calls challenge with the Prajna Project,2008,3, Edward Swing, Software; Computer science; Data mining; Knowledge representation and reasoning; Software architecture; Interaction technique; Visualization; Data visualization; Domain specificity; Information visualization, 
2001655373, InfoVis as Seen by the World Out There: 2007 in Review,2007,4, Few, Data mining; Computer science, 
2086541472, Visual knowledge exploration and discovery from different points of view,2009,1, Aba-Sah Dadzie; Daniela Petrelli, Data mining; Computer science; Data visualization; Visualization; Ontology (information science); Information system; Knowledge retrieval; Knowledge management; Visual analytics; User interface; Scenario analysis, 
2001749563, Interactive Volume Exploration of Petascale Microscopy Data Streams Using a Visualization-Driven Virtual Memory Approach,2012,44, Markus Hadwiger; Johanna Beyer; Won-Ki Jeong; Hanspeter Pfister, Petascale computing; Architecture; Computer vision; Theoretical computer science; Visualization; Data visualization; Systems design; Artificial intelligence; Cache; Data stream mining; Computer science; Virtual memory, 
2001792981, Automatic Fast Detection of Tumor Suspect Areas on CT Scan,2004,4, Matei Mancas; Bernard Gosselin; Benoît Macq, Computer vision; Artificial intelligence; Suspect; Industrial computed tomography; Computer science; Visualization; Computed tomography; Radiology, 
2086643376, Case study: reconstruction visualization and quantification of neuronal fiber pathways,2001,18, Zhaohua Ding; John C. Gore; Adam W. Anderson, Theoretical computer science; Artificial intelligence; Computer vision; Data visualization; Iterative reconstruction; Diffusion MRI; Computer science; Visualization; Fiber; Magnetic resonance imaging, 
2001868274, Forward image mapping,1999,23, Baoquan Chen; Frank Dachille; Arie E. Kaufman, Computer vision; Theoretical computer science; Artificial intelligence; Computer science; Image warping; Ray tracing (graphics); Pixel; Gouraud shading; Image texture; Texture mapping; Scanline rendering; Scan line, 
2086724838, Approximation and rendering of volume data using wavelet transforms,1992,53, Shigeru Muraki, , 
2002008002, Transforming Scagnostics to Reveal Hidden Features.,2014,9, Tuan Nhon Dang; Leland Wilkinson, Computer vision; Feature extraction; Shape analysis (digital geometry); Artificial intelligence; Data visualization; Visual analytics; Machine learning; Computer science; Text mining, 
1613201427, Similarity clustering of dimensions for an enhanced visualization of multidimensional data,1998,188, Mihael Ankerst; Stefan Berchtold; Daniel A. Keim, Data mining; Data visualization; Clustering high-dimensional data; Theoretical computer science; Visualization; Multidimensional systems; Similarity measure; Heuristic (computer science); Machine learning; Cluster analysis; Parallel coordinates; Artificial intelligence; Mathematics, 
2002101280, Decomposition and Simplification of Multivariate Data using Pareto Sets.,2014,6, Lars Huettenberger; Christian Heine; Christoph Garth, , 
2002128633, A case study: Tracking and visualizing the evolution of dark matter halos and groups of satellite halos in cosmology simulations,2012,5, Jay Takle; Deborah Silver; Katrin Heitmann, , 
1614123336, Efficient multi-object dynamic query histograms,1999,18, Mark Derthick; James Harrison; Andrew W. Moore; Steven F. Roth, Data visualization; Probabilistic analysis of algorithms; Theoretical computer science; Computer science; Filter (signal processing); Data mining; Range query (data structures); Randomized algorithm; Histogram; Satisfiability; User interface, 
2731832604, H-BLOB: A hierarchical visual clustering method using implicit surfaces,2000,5, Thomas Carl Sprenger; R. Brunella; Markus H. Gross, Cluster analysis; Computer vision; Artificial intelligence; Computer science, 
2002384378, Spiders: a new user interface for rotation and visualization of n-dimensional point sets,1994,23, Kirk L. Duffin; William A. Barrett, , 
1617242785, The structure of the information visualization design space,1997,258, Stuart K. Card; Jock D. Mackinlay, Computer science; Data mining; Theoretical computer science; Data visualization; Starlight Information Visualization System; Geovisualization; Visual analytics; Visualization; Information design; Information visualization; Biological data visualization, 
1618473628, A sky dome visualisation for identification of astronomical orientations,2005,7, Georg Zotti; M.E. Groller, , 
2087382273, UTOPIAN: User-Driven Topic Modeling Based on Interactive Nonnegative Matrix Factorization,2013,101, Jaegul Choo; Changhyun Lee; Chandan K. Reddy; Haesun Park, Theoretical computer science; Topic model; Latent Dirichlet allocation; Probabilistic logic; Data visualization; Visual analytics; Machine learning; Artificial intelligence; Computer science; Non-negative matrix factorization; Text mining; Context model, 
2002544066, The Effects of Interactive Latency on Exploratory Visual Analysis,2014,86, Zhicheng Liu; Jeffrey Heer, , 
2002552801, Visual Steering and Verification of Mass Spectrometry Data Factorization in Air Quality Research,2012,4, Daniel Engel; Klaus Greff; Christoph Garth; Keith J. Bein; Anthony S. Wexler; Bernd Hamann; Hans Hagen, Mass spectrum; Theoretical computer science; Dimensionality reduction; Visualization; Data visualization; Matrix decomposition; Computer science; Factorization; Text mining; Formal verification, 
1618986003, Improving hybrid MDS with pivot-based searching,2003,19, Alistair Morrison; Matthew Chalmers, Data mining; Theoretical computer science; Hybrid algorithm; Data visualization; Computer science; Abstract data type; Visualization; Bottleneck; Computational complexity theory; Machine learning; Multidimensional scaling; Artificial intelligence, 
2087438815, Stories in GeoTime,2007,89, Ryan Eccles; Thomas Kapler; Robert Harper; William Wright, Data mining; Computer science; Data visualization; Visualization; Geographic information system; Hypertext; Visual analytics; Narrative; Abstraction; Analytics, 
2087503486, Exploding the frame: designing for wall-size computer displays,2003,4, Ben Shedd, Computer science; Graphic design; Interface design; Multimedia; Visual space; Ubiquitous computing; Visualization; Interactive design; Data set; Interaction design, 
2087597683, Multi-projector displays using camera-based registration,1999,299, Ramesh Raskar; Michael S. Brown; Ruigang Yang; Wei-Chao Chen; Greg Welch; Herman Towles; B. Scales; Henry Fuchs, Rendering (computer graphics); Computer vision; Artificial intelligence; Computer graphics (images); Data visualization; Computer science; Visualization; Structured light; Projector; Virtual machine, 
2087665966, A correlative analysis process in a visual analytics environment,2012,23, Abish Malik; Ross Maciejewski; Niklas Elmqvist; Yun Jang; David S. Ebert; Whitney K. Huang, , 
2087702673, BM3D: motion estimation in time dependent volume data,2002,7, W. de Leeuw; R. van Liere, Motion analysis; Theoretical computer science; Vector field; Computer vision; Computer science; Visualization; Data visualization; Motion estimation; Artificial intelligence; Medical imaging; Data set, 
2087878135, An Interaction Model for Visualizations Beyond The Desktop,2013,57, Yvonne Jansen; Pierre Dragicevic, Raw data; Computer vision; Visualization; Human–computer interaction; Data visualization; Scientific visualization; Artificial intelligence; Information visualization; Interactive visualization; Computer science; Visual analytics; Mathematical visualization, 
2120033592, GPU-based Real-Time Approximation of the Ablation Zone for Radiofrequency Ablation,2011,41, Christian Rieder; Tim Kroeger; Christian Schumann; Horst K. Hahn, Computer vision; Volume rendering; Ablation zone; Radiofrequency ablation; Distance transform; Shader; Ablation; Artificial intelligence; Radio frequency; Computer science, 
2120036382, Visualizing large-scale telecommunication networks and services,1999,33, Eleftherios Koutsofios; Stephen C. North; Russell Truscott; Daniel A. Keim, Data exploration; Network analysis; The Internet; Telecommunications; Internet Protocol; Data visualization; Data mining; Interactive visualization; Network topology; Network performance; Computer science, 
2148151237, Exploring Large-Scale Video News via Interactive Visualization,2006,27, Hangzai Luo; Jianping Fan; Jing Yang; William Ribarsky; Shin'ichi Satoh, , 
2120087838, Display design for the eye and mind,2002,0, Stephen M. Kosslyn, , 
2148247742, Using visualization in the archaeological excavations of a pre-Inca temple in Peru,1996,5, Alan D. Kalvin; Alfredo Remy; Orlando Ardito; Kim Morla; Eduardo Nolasco; Jorge Prado; Regulo Franco; Antonio Murga; Guillermo Wiese, Volume rendering; Excavation; Visualization; Animation; Scientific visualization; Archaeology; Computer science; Precinct, 
2148269024, Beyond Usability: Evaluation Aspects of Visual Analytic Environments,2006,59, Jean Scholtz, Analytic reasoning; Data mining; Management science; Computer science; Data visualization; Human–computer interaction; Visualization; Visual analytics; Interactive visualization; Usability; Situation awareness; Graphical user interface, 
2148307697, A haptic interaction method for volume visualization,1996,296, Ricardo S. Avila; Lisa M. Sobierajski, , 
2148329479, Flexible Linked Axes for Multivariate Data Visualization,2011,69, J.H.T. Claessen; J.J. van Wijk, , 
2120290740, 2D asymmetric tensor analysis,2005,16, Xiaoqiang Zheng; Alex Pang, Cartesian tensor; Tensor product of Hilbert spaces; Tensor (intrinsic definition); Exact solutions in general relativity; Symmetric tensor; Tensor density; Tensor contraction; Mathematics; Topological tensor product; Topology, 
2148387638, Paint Inspired Color Mixing and Compositing for Visualization,2004,27, Nathan Gossett; Baoquan Chen, Compositing; Computer science; Colour Vision; Computer graphics (images); Visualization; Color mixing; Data visualization; Perception; Computer vision; Color space; Visual perception; Artificial intelligence, 
2148410270, Battlespace visualization: a grand challenge,2001,4, J.L. Posdamer; J. Dantone; N. Gershon; J. Dale; T. Hamburger; W. Page, , 
2148420597, High-Level User Interfaces for Transfer Function Design with Semantics,2006,94, Christof Rezk Salama; Maik Keller; Peter Kohlmann, , 
2148461967, Listener-based Analysis of Surface Importance for Acoustic Metrics,2007,7, Frank Michel; Eduard Deines; Martin Hering-Bertram; Christoph Garth; Hans Hagen, Acoustic metric; Architectural acoustics; Computer vision; Data visualization; Visualization; Acoustics; Impulse response; Wavefront; Artificial intelligence; Room acoustics; Speech recognition; Transient response; Computer science, 
2148511263, The generalized detail in-context problem,1998,89, T.A. Keahey, , 
2148512665, Battlefield visualization on the responsive workbench,1998,41, Jim Durbin; J. Edward Swan; Brad Colbert; John Crowe; Rob King; Tony King; Christopher Scannell; Zachary Wartell; Terry Welsh, Software deployment; Network-centric warfare; Visualization; Data visualization; Simulation; Battlefield; Virtual reality; Virtual machine; Workbench; Computer science, 
2120432848, COTS cluster-based sort-last rendering: performance evaluation and pipelined implementation,2005,42, Xavier Cavin; Christophe Mion; Alain Filbois, Software rendering; Image processing; Parallel rendering; Rendering (computer graphics); Volume rendering; Parallel computing; Gigabit; Alternate frame rendering; Tiled rendering; Computer science, 
2120514074, Molecular Surface Abstraction,2007,32, Gregory Cipriano; Michael Gleicher, Molecular biophysics; Theoretical computer science; Computer vision; Stylized fact; Rendering (computer graphics); Data visualization; Visualization; Mesh generation; Comprehension; Artificial intelligence; Computer science; Cartographic labeling, 
2148605237, Variational classification for visualization of 3D ultrasound data,2001,29, Raanan Fattal; Dani Lischinski, Fuzzy logic; Computer vision; Opacity; Volume rendering; Feature extraction; Computer graphics; Variational principle; Mathematical optimization; Artificial intelligence; 3D ultrasound; Computer science; Speckle pattern, 
2148660185, Interpolation and visualization for advected scalar fields,2005,2, Shyh-Kuang Ueng; Sheng-Chuan Wang, , 
2120572158, Isosurface extraction using particle systems,1997,64, Patricia Crossno; Edward Angel, Triangle mesh; Scale factor; Theoretical computer science; Isosurface; Vertex (geometry); Mesh generation; Curvature; Level of detail; Particle; Mathematics, 
2120573711, A contract based system for large data visualization,2005,147, Hank Childs; Eric Brugger; Kathleen S. Bonnell; Jeremy S. Meredith; Mark C. Miller; Brad Whitlock; Nelson L. Max, Theoretical computer science; Visualization; Plug-in; Data transmission; Data visualization; Data flow diagram; Network planning and design; Computer graphics; Data processing; Computer science, 
2148713609, Sketchy Rendering for Information Visualization,2012,35, Jo Wood; Petra Isenberg; Tobias Isenberg; Jason Dykes; Nadia Boukhelifa; Aidan Slingsby, Rendering (computer graphics); Computer vision; Data visualization; Statistical graphics; Line chart; Visualization; Non-photorealistic rendering; Artificial intelligence; Graphics; Information visualization; Computer science, 
2148715821, High-Quality Extraction of Isosurfaces from Regular and Irregular Grids,2006,61, John M. Schreiner; C.E. Scheiclegger; Cláudio T. Silva, Computer vision; Theoretical computer science; Visualization; Asymptotic decider; Mesh generation; Computational geometry; Feature extraction; Computer graphics; Artificial intelligence; Marching cubes; Computer science; Polygon mesh, 
2148725305, Sequential Document Visualization,2007,31, Yi Mao; Joshua V. Dillon; Guy Lebanon, , 
2148734466, RecMap: Rectangular Map Approximations,2004,59, Roland Heilmann; Daniel A. Keim; Christian Panse; Mike Sips, , 
2120675156, A case study on the applications of a generic library for low-cost polychromatic passive stereo,2002,3, Simon Stegmaier; Dirc Rose; Thomas Ertl, Computer vision; Machine vision; Ubiquitous computing; Stereo cameras; Visualization; Artificial intelligence; Computer graphics; Computer science, 
2120683899, Navigating large networks with hierarchies,1993,122, Stephen G. Eick; Graham J. Wills, Theoretical computer science; Computer vision; Telecommunications network; Computer program; Visualization; Data visualization; Artificial intelligence; Hierarchy; Computer science; Graphical user interface; Information visualization, 
2120686223, SDM: malleable information graphics,1995,23, Mei C. Chuah; Steven F. Roth; Joe Mattis; John Kolojejchick, Computer science; Theoretical computer science; Data visualization; Human–computer interaction; Visualization; Interaction technique; Graphics; Graphical user interface, 
2148870222, Visualizing data with motion,2005,53, Daniel E. Huber; Christopher G. Healey, , 
2120831453, About the Influence of Illumination Models on Image Comprehension in Direct Volume Rendering,2011,47, Florian Lindemann; Timo Ropinski, , 
2120835680, Cloud tracing in convection-diffusion systems,1993,11, Kwan-Liu Ma; Philip J. Smith, Theoretical computer science; Reference frame; Vector field; Scalar field; Scalar (physics); Computational fluid dynamics; Root mean square; Computer science; Flow visualization; Convection–diffusion equation, 
2148931561, Acoustic imaging and visualization of plumes discharging from black smoker vents on the deep seafloor,1998,10, Peter A. Rona; Karen G. Bemis; Deepak R. Kenchammana-Hosekote; Deborah Silver, Backscatter; Computer vision; Plume; Visualization; Seafloor spreading; Particulates; Thermal; Artificial intelligence; Seawater; Entrainment (chronobiology); Computer science; Mineralogy, 
2149028520, A Knowledge Task-Based Framework for Design and Evaluation of Information Visualizations,2004,124, Robert A. Amar; John T. Stasko, , 
2149042946, Qualitative analysis of invariant tori in a dynamical system,1995,13, Daryl H. Hepting; Gianne Derks; Kossi D. Edoh; Robert D. Russell, Theoretical computer science; Torus; Dynamical system; Dynamical systems theory; Discrete mathematics; Differential equation; Manifold; Computer simulation; Invariant (mathematics); Invariant manifold; Topology; Mathematics, 
2149054233, A journey into the fourth dimension,1990,10, Yan Ke; E. S. Panduranga, Quadratic function; Theoretical computer science; Mandelbox; Mandelbrot set; Algorithm; Quaternion; External ray; Pure mathematics; Fractal; Complex number; Complex quadratic polynomial; Mathematics, 
2121004404, Vortex tubes in turbulent flows: identification representation reconstruction,1994,78, David C. Banks; Bart A. Singer, , 
2149097938, Crepuscular Rays for Tumor Accessibility Planning,2011,14, Rostislav Khlebnikov; Bernhard Kainz; Judith Muehl; Dieter Schmalstieg, Rendering (computer graphics); Region of interest; Computer vision; Iterative reconstruction; Voxel; Crepuscular rays; Visualization; Data visualization; Psychological intervention; Artificial intelligence; Computer science, 
2149107096, 3D interactive visualization for inter-cell dependencies of spreadsheets,1999,35, Hidekazu Shiozawa; Kenichi Okada; Yutaka Matsushita, , 
2121065592, Enhancing Visual Analysis of Network Traffic Using a Knowledge Representation,2006,42, Ling Xiao; John Gerth; Pat Hanrahan, Data mining; Computer science; Analytic reasoning; Theoretical computer science; Knowledge representation and reasoning; Descriptive knowledge; Traffic analysis; Data visualization; Reuse; Level of detail; Machine learning; Artificial intelligence; Information visualization, 
2149203023, Branching and Circular Features in High Dimensional Data,2011,25, Bei Wang; Brian Summa; Valerio Pascucci; Mikael Vejdemo-Johansson, Computer vision; Clustering high-dimensional data; Theoretical computer science; Computational geometry; Feature extraction; Computational mathematics; Dimensionality reduction; Data visualization; Data set; Machine learning; Data structure; Artificial intelligence; Mathematics, 
